groupId	protId	protCount	functId	desc
ENOG410VW0P	ENSP00000438757	16	S	Proline-rich protein
ENOG410WC1X	ENSP00000317943	4	S	NA
ENOG410WC0S	ENSP00000445063	5	S	NA
ENOG410WBUM	ENSP00000360471	4	S	Chromosome 9 open reading frame 37
ENOG410WC5T	ENSP00000363683	4	S	Myelodysplastic syndrome 2 translocation-associated
ENOG410WF58	ENSP00000372281	5	O	keratin associated protein 22-2
ENOG410WEWF	ENSP00000470381	3	K	KRAB box
ENOG410V9YZ	ENSP00000256785	13	S	Complement factor H-related 5
ENOG410VCTT	ENSP00000376213	29	S	kiaa1683
ENOG410VF0Z	ENSP00000334394	33	K	zinc finger protein 677
ENOG410WHCU	ENSP00000266529	60	A	Zinc finger CCHC-type and RNA binding motif 1
ENOG410WG29	ENSP00000219022	38	W	olfactomedin 4
ENOG410VGFE	ENSP00000347211	58	S	PRAME family member
ENOG410VHAG	ENSP00000349931	25	K	PRAME family member
ENOG410VYQD	ENSP00000308330	4	U	myeloma overexpressed (in a subset of t(11
ENOG410WBRD	ENSP00000427125	2	S	NA
ENOG410VGFP	ENSP00000233997	13	E	azurocidin 1
ENOG410WECF	ENSP00000411734	5	S	NA
ENOG410WHDP	ENSP00000412619	11	A	ribonuclease P MRP 21kDa subunit
ENOG410WEW8	ENSP00000375660	5	K	Zinc finger protein 320
ENOG410V7NW	ENSP00000339314	17	K	Zinc finger protein 70
ENOG410WC1V	ENSP00000472287	5	U	chromosome X open reading frame 1
ENOG410WEB5	ENSP00000456206	10	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)
ENOG410V5ZZ	ENSP00000258062	59	U	RALBP1 associated Eps domain containing
ENOG410WBXS	ENSP00000339767	3	K	zinc finger protein 433
ENOG410VTV2	ENSP00000366656	8	BD	Inherit from KOG: transposable element
ENOG410VAGA	ENSP00000465578	13	K	Zinc finger protein 529
ENOG410WBXA	ENSP00000432098	2	S	NA
ENOG410WBJP	ENSP00000435664	2	S	NA
ENOG410WETX	ENSP00000372449	7	S	NA
ENOG410WJ05	ENSP00000327994	15	O	tripartite motif containing 50
ENOG410WBRI	ENSP00000303999	3	S	Transmembrane protein 133
ENOG410VIY8	ENSP00000357125	41	S	Transmembrane protein 244
ENOG410WFPW	ENSP00000317327	9	G	ubiquitin associated and SH3 domain containing A
ENOG410WF1J	ENSP00000411125	5	S	NA
ENOG410WEYS	ENSP00000323455	5	K	tetra-peptide repeat homeobox 1
ENOG410WEHQ	ENSP00000383435	5	S	NA
ENOG410WGVS	ENSP00000311665	49	S	proteasomal ATPase-associated factor 1
ENOG410WFCJ	ENSP00000268616	28	JOT	Zinc finger, CCHC domain containing 14
ENOG410VEIU	ENSP00000282326	12	K	zinc finger and SCAN domain containing 1
ENOG410V99J	ENSP00000341815	25	K	SRY (sex determining region Y)-box 18
ENOG410WEBP	ENSP00000333776	5	K	Zinc finger protein
ENOG410WFVD	ENSP00000354006	15	P	transient receptor potential cation channel subfamily M member 6
ENOG410WGYW	ENSP00000361066	34	K	Nuclear receptor coactivator 3
ENOG410WFCY	ENSP00000302501	35	K	Zinc finger E-box binding homeobox 2
ENOG410WF0V	ENSP00000392481	5	S	NA
ENOG410VDG3	ENSP00000333595	12	K	zinc finger protein 285
ENOG410WEWU	ENSP00000401738	3	S	chromosome 8 open reading frame 56
ENOG410WC1P	ENSP00000406521	4	S	NA
ENOG410WBNA	ENSP00000407813	3	S	NA
ENOG410VYPM	ENSP00000358671	8	S	NA
ENOG410VI9P	ENSP00000329904	28	S	IQ motif containing F2
ENOG410WEJD	ENSP00000250066	11	O	ubiquitin carboxyl-terminal hydrolase 6-like
ENOG410WBM7	ENSP00000433042	3	S	NA
ENOG410WC0U	ENSP00000309330	4	K	Zinc finger protein 680
ENOG410VE03	ENSP00000369372	33	S	BEN domain containing 2
ENOG410WDIU	ENSP00000427891	2	S	NA
ENOG410WEMU	ENSP00000469109	8	S	G antigen family D member
ENOG410V7A8	ENSP00000380480	8	K	zinc finger protein 891
ENOG410VIUN	ENSP00000255688	19	T	retinoic acid receptor responder (tazarotene induced) 3
ENOG410VKHX	ENSP00000436221	5	S	NA
ENOG410VSJY	ENSP00000338823	12	S	chromosome 1 open reading frame 145
ENOG410WEX5	ENSP00000387024	4	S	NA
ENOG410V7TW	ENSP00000362799	68	S	Acidic repeat containing
ENOG410WJSM	ENSP00000369129	28	Z	Desmoplakin
ENOG410VIHH	ENSP00000458722	30	S	chromosome 3 open reading frame 45
ENOG410VB1S	ENSP00000382794	67	O	chromosome 14 open reading frame 164
ENOG410WJNB	ENSP00000447731	25	S	Transmembrane protein 116
ENOG410WF4E	ENSP00000471905	9	K	Zinc finger protein
ENOG410VFCV	ENSP00000415070	15	K	Zinc finger protein 177
ENOG410VHH3	ENSP00000266560	30	I	retinol binding protein 5, cellular
ENOG410WJ1K	ENSP00000369299	8	K	tripartite motif containing 22
ENOG410WBV3	ENSP00000423605	2	S	NA
ENOG410WBKZ	ENSP00000429424	2	S	NA
ENOG410WBG6	ENSP00000381921	4	U	Down syndrome critical region gene 4
ENOG410VEP6	ENSP00000335579	8	T	Inherit from KOG: (regulatory) subunit
ENOG410WBUC	ENSP00000244537	4	B	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling (By similarity)
